City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
603,itaobim,BR,-16.5667,-41.8333,86.27,40,24,13.53,few clouds
604,eureka,US,40.8021,-124.1637,60.67,69,100,8.99,overcast clouds
605,agadez,NE,19.75,10.25,87.39,5,0,6.15,clear sky
606,pinega,RU,64.7001,43.3936,15.12,98,91,3.56,overcast clouds
607,rorvik,NO,64.8621,11.2373,26.71,80,40,1.14,scattered clouds
608,sterling,US,39.0062,-77.4286,56.41,49,75,23.02,broken clouds
609,kyzyl-suu,KG,42.3414,78.0056,42.93,43,0,8.93,clear sky
610,yulara,AU,-25.2406,130.9889,57.04,35,0,4.61,clear sky
611,anadyr,RU,64.75,177.4833,-8.9,77,0,4.47,clear sky
612,wladyslawowo,PL,54.7909,18.4009,34.93,62,64,10.78,broken clouds
613,lavumisa,SZ,-27.31,31.892,70.59,94,100,4.07,overcast clouds
614,tura,IN,25.5198,90.2201,69.84,94,11,6.31,moderate rain
615,ayagoz,KZ,47.9714,80.4392,37.47,75,30,4.68,scattered clouds
616,hasaki,JP,35.7333,140.8333,48.29,75,98,21.16,light rain
617,jardim,BR,-21.4803,-56.1381,89.06,50,33,6.11,scattered clouds
618,nemuro,JP,43.3236,145.575,35.28,82,0,14.72,clear sky
619,butembo,CD,0.15,29.2833,58.66,95,16,2.01,light rain
620,omboue,GA,-1.5746,9.2618,78.1,87,77,4.85,broken clouds
621,kainantu,PG,-6.2887,145.8655,58.59,97,100,3.44,overcast clouds
622,balikpapan,ID,-1.2675,116.8289,74.39,100,20,2.3,few clouds
623,ambanja,MG,-13.6833,48.45,74.1,93,32,2.84,moderate rain
624,mogadishu,SO,2.0371,45.3438,81.68,78,60,14.0,broken clouds
625,marsaxlokk,MT,35.8419,14.5431,56.08,66,0,4.61,clear sky
626,yuba city,US,39.1405,-121.6169,81.97,22,0,3.44,clear sky
627,kjollefjord,NO,70.9457,27.3465,21.13,67,91,9.73,overcast clouds
628,drabiv,UA,49.963,32.1529,33.71,99,100,10.98,light snow
629,balkanabat,TM,39.5108,54.3671,75.47,17,0,2.28,clear sky
630,qiyang,CN,26.5911,111.8474,56.53,68,59,2.42,broken clouds
631,olafsvik,IS,64.8945,-23.7142,36.0,93,100,17.45,overcast clouds
632,coahuayana,MX,18.7333,-103.6833,86.43,46,85,8.3,overcast clouds
633,shingu,JP,33.7333,135.9833,49.66,88,97,5.99,overcast clouds
634,veraval,IN,20.9,70.3667,77.43,78,3,10.29,clear sky
635,mana,GF,5.6592,-53.7767,80.01,83,40,11.43,scattered clouds
636,alberton,CA,46.8168,-64.0654,41.13,57,67,6.89,broken clouds
637,takoradi,GH,4.8845,-1.7554,81.99,84,88,10.78,light rain
638,boa vista,BR,2.8197,-60.6733,82.38,69,100,6.91,overcast clouds
639,mayo,US,38.8876,-76.5119,57.45,45,75,32.01,broken clouds
640,port-gentil,GA,-0.7193,8.7815,81.12,80,30,7.4,scattered clouds
641,tartagal,AR,-22.5164,-63.8013,83.26,39,0,3.76,clear sky
642,portland,US,45.5234,-122.6762,55.63,66,100,13.0,overcast clouds
643,lahat,ID,-3.8,103.5333,72.3,89,100,2.24,overcast clouds
644,qarqin,AF,37.4185,66.0436,69.33,22,61,6.26,broken clouds
645,bilovice nad svitavou,CZ,49.2471,16.6725,35.46,44,0,4.61,clear sky
646,tutoia,BR,-2.7619,-42.2744,80.38,86,54,7.47,broken clouds
647,wuwei,CN,37.9281,102.6414,48.2,16,99,5.97,overcast clouds
648,tucurui,BR,-3.7661,-49.6725,81.95,88,50,3.0,moderate rain
649,zhangjiakou,CN,40.81,114.8794,45.1,33,10,3.29,clear sky
650,sambava,MG,-14.2667,50.1667,77.65,87,100,8.7,light rain
651,bairiki,KI,1.3292,172.9752,80.6,78,40,6.91,scattered clouds
652,nara,JP,34.6851,135.8049,49.96,67,71,4.63,broken clouds
653,mackenzie,CA,55.2999,-123.1698,39.42,70,100,9.22,overcast clouds
654,haimen,CN,23.1935,116.6142,51.69,55,0,18.81,clear sky
655,madimba,TZ,-10.4,40.3333,78.19,84,66,3.83,broken clouds
656,sarlat-la-caneda,FR,44.889,1.2166,32.79,82,24,4.38,few clouds
657,dillenburg,DE,50.7333,8.2833,35.78,75,41,6.91,scattered clouds
658,kenai,US,60.5544,-151.2583,40.03,58,0,4.61,clear sky
659,kibakwe,TZ,-6.7167,36.3667,64.99,82,10,3.51,clear sky
660,puerto escondido,MX,15.85,-97.0667,87.17,48,4,8.77,clear sky
661,novobeysugskaya,RU,45.472,39.8861,49.21,79,92,19.08,overcast clouds
662,calama,CL,-22.4667,-68.9333,73.89,15,0,19.57,clear sky
663,zarubino,RU,42.63,131.0922,36.93,88,4,3.29,clear sky
664,yatou,CN,37.15,122.3833,42.87,79,0,7.76,clear sky
665,baghdad,IQ,33.3406,44.4009,73.31,27,90,2.3,overcast clouds
666,qandala,SO,11.472,49.8728,85.14,41,36,9.4,scattered clouds
667,atbasar,KZ,51.8,68.3333,35.28,88,100,6.8,overcast clouds
668,russell,US,32.3502,-85.1999,75.96,35,0,12.66,clear sky
669,udaipura,IN,23.0833,78.5,86.13,15,0,2.8,clear sky
670,torbat-e jam,IR,35.244,60.6225,67.44,19,1,1.57,clear sky
671,bubaque,GW,11.2833,-15.8333,75.2,71,35,22.77,scattered clouds
672,aripuana,BR,-9.1667,-60.6333,83.07,75,96,1.16,overcast clouds
673,asfi,MA,32.2994,-9.2372,60.06,76,37,10.4,scattered clouds
674,znamenskoye,RU,57.1281,73.8282,33.76,99,100,9.82,overcast clouds
675,peniche,PT,39.3558,-9.3811,56.08,68,76,24.76,broken clouds
676,dangriga,BZ,16.9692,-88.2321,83.21,67,12,9.84,few clouds
677,gitarama,RW,-2.0744,29.7567,60.26,90,62,3.65,broken clouds
678,tyup,KG,42.7276,78.3648,43.57,60,0,3.42,clear sky
679,turkistan,KZ,43.0,68.0,65.37,31,67,5.66,broken clouds
680,bay roberts,CA,47.5999,-53.2648,42.55,85,83,24.02,broken clouds
681,coolum beach,AU,-26.5333,153.1,69.08,96,19,2.33,few clouds
682,saint-joseph,RE,-21.3667,55.6167,73.78,88,100,13.2,moderate rain
683,khash,IR,28.2211,61.2158,67.69,12,0,3.74,clear sky
684,awbari,LY,26.5921,12.7805,80.1,8,0,5.46,clear sky
685,deep river,CA,46.1001,-77.4995,43.95,78,100,6.29,overcast clouds
686,kirillov,RU,59.863,38.3813,17.78,96,49,3.62,scattered clouds
687,jacqueville,CI,5.2052,-4.4146,81.97,87,100,14.63,overcast clouds
688,emden,DE,53.3667,7.2167,40.98,83,70,9.53,broken clouds
689,laiwu,CN,36.1928,117.6569,46.72,69,2,4.32,clear sky
690,lerwick,GB,60.1545,-1.1494,48.2,96,100,22.3,overcast clouds
691,nyurba,RU,63.2842,118.3319,-7.85,100,98,1.74,overcast clouds
692,beisfjord,NO,68.3751,17.5988,24.85,84,82,9.82,broken clouds
693,ende,ID,-8.8432,121.6623,75.2,82,27,0.47,scattered clouds
694,kruisfontein,ZA,-34.0033,24.7314,61.88,84,89,1.66,overcast clouds
695,galveston,US,29.3669,-94.9669,82.18,61,0,5.99,clear sky
696,kresttsy,RU,58.2452,32.5165,24.31,95,34,3.53,scattered clouds
697,ladyzhyn,UA,48.685,29.2368,33.17,85,98,12.91,overcast clouds
698,launceston,AU,-41.45,147.1667,56.16,92,40,9.22,scattered clouds
