City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
389,richards bay,ZA,75.47,overcast clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
390,kismayo,SO,81.03,broken clouds,-0.3582,42.5454,Agan-Hotel
392,jonesboro,US,67.03,clear sky,35.8423,-90.7043,Hilton Garden Inn Jonesboro
393,fukue,JP,55.36,clear sky,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
394,ratnagiri,IN,78.93,few clouds,16.9833,73.3,Hotel Landmark
396,colares,PT,57.29,few clouds,38.7992,-9.4469,Arribas Sintra Hotel
398,nisia floresta,BR,79.61,moderate rain,-6.0911,-35.2086,Rancho Crepusculo
399,samarai,PG,80.8,overcast clouds,-10.6167,150.6667,Nuli Sapi
400,nkoteng,CM,73.29,broken clouds,4.5167,12.0333,Résidence OOCLO-Cannelle
401,tanete,ID,74.32,overcast clouds,-3.9443,119.7848,Wisma Tri Multi
404,carutapera,BR,79.02,moderate rain,-1.195,-46.02,Lidera
405,lompoc,US,68.68,overcast clouds,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
406,amberley,US,57.24,scattered clouds,39.2048,-84.428,Days Inn & Suites by Wyndham Cincinnati
407,kavaratti,IN,82.31,broken clouds,10.5669,72.642,Hotels in Lakshadweep Islands
408,puerto baquerizo moreno,EC,83.39,scattered clouds,-0.9,-89.6,Hotel los Algarrobos
409,almeirim,BR,83.32,broken clouds,-1.5233,-52.5817,Ricácio Hotel
410,bathsheba,BB,84.81,few clouds,13.2167,-59.5167,Atlantis Hotel
412,nedjo,ET,71.55,overcast clouds,9.5046,35.5019,Yerosan Hotel
413,seminole,US,83.14,few clouds,28.7086,-81.2081,Ono Hot Dog Cart and Catering
414,kinkala,CG,72.41,broken clouds,-4.3614,14.7644,Hotel la Pepeche Kinkala
416,puri,IN,79.9,clear sky,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
417,oktyabrskoye,RU,55.54,scattered clouds,43.0645,44.7417,Prolesok Mini-hotel
421,nouadhibou,MR,67.98,clear sky,20.931,-17.0347,El Medina
423,salta,AR,82.99,clear sky,-24.7859,-65.4117,Hotel Alejandro I
428,paradise,US,80.1,broken clouds,36.0972,-115.1467,Best Western Mccarran Inn
431,pathein,MM,77.72,overcast clouds,16.7833,94.7333,Pathein Hotel
432,mindelo,CV,72.95,few clouds,16.8901,-24.9804,Hotel Gaudi
433,jinan,CN,53.17,clear sky,36.6683,116.9972,Sofitel Silver Plaza Hotel Jinan
435,gouyave,GD,83.17,scattered clouds,12.1646,-61.7296,Rumboat Retreat
436,huangchuan,CN,51.89,overcast clouds,32.1272,115.0394,Guangzhou International Hotel
441,mareeba,AU,70.52,few clouds,-17.0,145.4333,Trinity Plains Tourist Park
443,hualmay,PE,73.51,few clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
444,nador,MA,57.45,broken clouds,35.174,-2.9287,Hôtel La Giralda
447,ambovombe,MG,73.54,clear sky,-25.1667,46.0833,RELAHARA
448,rosetta,EG,61.88,clear sky,31.4044,30.4164,Green Valley
449,pemba,MZ,81.3,thunderstorm,-12.974,40.5178,Guesthouse Samotina
450,carupano,VE,82.71,few clouds,10.6678,-63.2585,Hotel La dorada
454,itaituba,BR,82.56,broken clouds,-4.2761,-55.9836,Hotel Campos
457,petauke,ZM,65.32,moderate rain,-14.2426,31.3253,Kwamwanja Wanthu
459,camapua,BR,83.46,broken clouds,-19.5314,-54.0439,Comercial Estrela
460,bonthe,SL,78.82,few clouds,7.5264,-12.505,Bonthe Holiday Village
461,iseyin,NG,82.74,overcast clouds,7.9667,3.6,Momak Hotels And Suites
462,mogok,MM,60.42,broken clouds,22.9167,96.5,MOGOK HILL HOTEL
465,vila franca do campo,PT,61.21,few clouds,37.7167,-25.4333,Pestana Bahia Praia
466,santa rosa,PH,80.02,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
467,lazaro cardenas,MX,80.58,broken clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
470,banepa,NP,64.72,broken clouds,27.6298,85.5214,Dhulikhel Lodge Resort
471,quesnel,CA,52.3,few clouds,52.9999,-122.5029,Ramada by Wyndham Quesnel
472,sao jose da coroa grande,BR,79.66,few clouds,-8.8978,-35.1478,Crôa Mares Hotel
473,matara,LK,77.25,scattered clouds,5.9485,80.5353,Amaloh Boutique Resort
474,bolila,PH,77.72,overcast clouds,6.3717,125.5714,Lower Felis Traveller's Inn
476,nishihara,JP,63.68,scattered clouds,26.1842,127.7558,Minshuku Agaihama
477,itaguacu,BR,80.22,overcast clouds,-19.8019,-40.8556,Hotel e Restaurante Amigão
480,namibe,AO,70.88,overcast clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
482,polewali,ID,75.11,broken clouds,-3.4324,119.3435,Lilianto Hotel
483,acarau,BR,79.95,moderate rain,-2.8856,-40.12,castelo pizzaria
484,tsiroanomandidy,MG,64.53,clear sky,-18.7667,46.0333,Hotel Ravinala
485,san luis rio colorado,MX,82.9,clear sky,32.4631,-114.7767,HOTEL SAN ÁNGEL & SPA
486,male,MV,84.15,few clouds,4.1748,73.5089,Hotel Octave Maldives
487,iralaya,HN,83.44,clear sky,15.0,-83.2333,Iglesia morava renovada
488,tamasane,BW,79.38,overcast clouds,-22.4184,27.4013,
489,meulaboh,ID,74.25,overcast clouds,4.1363,96.1285,Kost Pria
490,kutum,SD,79.27,overcast clouds,14.2,24.6667,Dibbo areaمنطقة دبو
493,kudahuvadhoo,MV,82.8,clear sky,2.6708,72.8944,Niyama Private Islands Maldives
495,jand,PK,76.37,clear sky,33.4299,72.0193,Mohalla Takia
496,yambio,SS,70.27,broken clouds,4.5721,28.3955,Naivasha Hotel
497,gizo,SB,82.2,overcast clouds,-8.103,156.8419,Imagination Island
498,carlsbad,US,66.09,overcast clouds,33.1581,-117.3506,Carlsbad Inn Beach Resort
500,asmar,AF,64.38,clear sky,35.0333,71.3581,COP Monti
501,puerto del rosario,ES,65.95,scattered clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
503,simuay,PH,73.92,overcast clouds,7.2772,124.3072,BLMI Training Center
505,abu samrah,SY,60.67,overcast clouds,35.3029,37.1841,
506,dwarka,IN,78.28,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
511,manassas,US,57.58,overcast clouds,38.751,-77.4753,Olde Towne Inn
513,bangad,PH,71.17,overcast clouds,15.5036,121.0275,Hunter Valley Resort and Hotel
514,ulladulla,AU,61.7,overcast clouds,-35.35,150.4667,Sandpiper Motel
516,lagos,NG,84.52,overcast clouds,6.5833,3.75,
518,waingapu,ID,76.17,few clouds,-9.6567,120.2641,Pondok Wisata Elim
520,rathdrum,US,53.78,few clouds,47.8137,-116.892,Grizzly Lodge Rathdrum
523,zharkent,KZ,57.07,clear sky,44.1628,80.0,гостиница Satti
524,jalu,LY,78.8,clear sky,29.0331,21.5482,صاحبة الفخامة
529,san jeronimo,PE,59.7,broken clouds,-11.9472,-75.2829,Tuki Llajta Pueblo Bonito Eco Lodge
530,guajara,BR,76.41,moderate rain,-2.9667,-57.6667,
531,adrar,MR,82.63,clear sky,20.5022,-10.0711,
534,libano,CO,72.7,overcast clouds,4.9218,-75.0623,HOTEL CALLE REAL DEL LIBANO TOLIMA
539,dores do indaia,BR,78.69,scattered clouds,-19.4633,-45.6017,Hotel Central Dorense
541,karratha,AU,80.78,clear sky,-20.7377,116.8463,ibis Styles Karratha
542,santa vitoria do palmar,BR,70.97,light rain,-33.5189,-53.3681,Hostel Comodoro
545,copiapo,CL,64.09,clear sky,-27.3667,-70.3333,Antay Casino Hotel
548,san fernando,PH,73.89,overcast clouds,15.0286,120.6898,Maharlika Hostel
549,buta,CD,71.46,light rain,2.7858,24.73,HOTEL BISO NA BISO
550,shakawe,BW,67.08,moderate rain,-18.3667,21.85,Ditlhapi Guest House
552,valparaiso,CL,77.23,clear sky,-33.0393,-71.6273,Hotel Ultramar
